userid	movieid	rating	timestamp	gender	occupation	agerange
102	163	2	892993190	F	lawyer	35
130	534	5	874953728	F	lawyer	35
303	141	3	879483900	F	unemployed	1
292	320	5	881105373	M	tradesman/craftsman	25
271	317	3	885848863	M	clerical/admin	45
412	218	3	879717147	M	farmer	35
102	578	2	888801876	F	self-employed	56
213	132	5	878956263	F	scientist	1
416	578	4	886318546	M	unemployed	25
325	175	5	891478079	M	college/grad student	25
406	186	3	880131741	M	writer	18
249	919	5	879572668	M	unemployed	18
62	660	4	879375537	F	customer service	18
409	1176	4	881104838	M	farmer	56
60	499	3	883326682	F	other	56
201	9	3	884113343	M	artist	45
301	241	3	882077222	M	self-employed	1
208	56	2	883108360	F	college/grad student	45
200	717	4	876042493	F	tradesman/craftsman	50
406	608	4	884630583	F	unemployed	56
382	98	3	875946563	F	lawyer	18
399	383	2	882350431	M	lawyer	1
269	1028	2	891446838	F	technician/engineer	25
405	964	1	885546154	F	programmer	35
198	79	3	884208518	M	academic/educator	56
307	655	4	877117166	M	college/grad student	1
130	69	5	875216718	M	farmer	1
311	89	5	884364845	F	clerical/admin	45
118	22	5	875385136	M	customer service	18
48	28	2	879434653	F	unemployed	56
194	636	2	879553731	F	lawyer	25
59	1108	3	888204877	M	K-12 student	45
374	1150	1	880937253	M	writer	50
14	176	1	890881484	M	clerical/admin	45
313	628	4	891016280	F	retired	18
180	732	3	877128137	M	homemaker	45
399	71	3	882351580	F	academic/educator	50
186	100	4	879023115	F	lawyer	50
49	1068	3	888066187	F	K-12 student	45
291	143	3	875086921	F	college/grad student	1
342	255	4	874984574	F	K-12 student	25
23	133	4	874786220	F	other	56
373	269	5	877098075	F	homemaker	25
405	1250	1	885547997	F	technician/engineer	45
268	569	3	875744582	M	sales/marketing	56
405	214	4	885545235	F	scientist	45
339	135	5	891033256	F	customer service	25
293	866	3	888905322	M	executive/managerial	50
359	117	4	886453305	F	sales/marketing	56
234	135	4	892079769	M	executive/managerial	56
374	758	1	882158481	M	lawyer	56
243	655	4	879988104	F	retired	56
385	489	5	884631784	M	customer service	1
346	1090	2	875265071	F	other	45
405	450	1	885548093	F	tradesman/craftsman	56
16	233	5	877727054	F	artist	18
354	414	4	891218492	M	K-12 student	25
399	744	3	882510147	F	tradesman/craftsman	25
326	403	3	879876976	M	college/grad student	45
305	778	4	886325023	F	K-12 student	18
387	169	5	886484336	F	academic/educator	35
345	879	2	884901497	M	self-employed	25
303	226	4	879467295	M	scientist	56
351	359	4	879481589	F	K-12 student	1
60	13	4	883327539	F	lawyer	45
308	425	4	887737997	M	self-employed	45
271	1139	3	885849707	F	artist	35
242	291	3	879740593	F	college/grad student	35
310	275	5	879436137	F	scientist	25
248	179	3	884534649	M	homemaker	50
94	443	4	891721439	M	K-12 student	1
234	451	3	892334578	F	homemaker	50
378	731	3	880056582	F	other	35
299	724	3	889502687	F	programmer	25
6	204	3	883601277	F	programmer	25
305	1456	4	886324962	M	farmer	25
361	340	3	879441805	M	college/grad student	45
344	286	3	884813183	F	academic/educator	50
248	484	2	884535013	F	executive/managerial	25
40	347	2	889041283	M	unemployed	25
143	347	5	888407741	F	scientist	50
168	282	5	884287394	F	artist	18
296	121	5	884196689	M	artist	25
296	482	5	884197330	M	K-12 student	45
316	234	1	880854473	F	scientist	35
82	185	3	878769334	M	technician/engineer	45
405	127	5	885545167	M	lawyer	56
268	181	4	875309486	F	tradesman/craftsman	45
344	79	4	884900993	F	technician/engineer	56
387	380	2	886484098	F	programmer	35
389	1298	5	887868071	M	customer service	25
293	467	4	888906263	M	college/grad student	45
267	367	4	878971939	F	writer	18
308	264	2	887736408	M	self-employed	45
44	385	3	878348725	M	self-employed	18
303	26	4	879468307	F	K-12 student	56
234	844	2	892078521	M	farmer	50
112	303	4	884992535	M	farmer	56
336	1012	5	877760082	F	sales/marketing	50
86	879	2	879570149	M	clerical/admin	25
399	986	3	882341586	M	scientist	1
416	69	4	876699027	M	customer service	18
83	684	4	880307898	F	college/grad student	18
332	866	2	887938631	F	clerical/admin	45
286	268	4	884069298	M	lawyer	1
167	1307	2	892738277	F	self-employed	50
130	270	5	877984734	F	customer service	1
94	566	2	891721815	F	customer service	35
234	481	5	892079076	M	college/grad student	25
44	214	5	878348036	M	farmer	56
104	235	2	888465675	M	farmer	45
387	1118	3	886482695	M	technician/engineer	18
363	767	2	891500179	M	clerical/admin	50
90	1206	2	891383912	M	lawyer	25
363	66	4	891496849	M	clerical/admin	50
409	199	4	881107117	F	K-12 student	1
365	25	4	891303950	M	K-12 student	1
343	980	5	876403239	M	executive/managerial	1
21	326	5	874950889	M	doctor/health care	45
280	722	3	891702122	F	customer service	1
45	952	4	881014247	F	scientist	45
201	331	4	884110967	F	clerical/admin	18
5	413	3	875635807	M	tradesman/craftsman	45
276	732	4	874790903	F	writer	18
272	357	5	879454726	M	tradesman/craftsman	45
334	888	2	891550464	M	writer	18
83	255	5	887665422	M	homemaker	45
234	202	3	892079585	M	technician/engineer	35
125	411	3	892839091	M	executive/managerial	18
406	588	4	879793081	M	academic/educator	1
145	770	1	875272245	M	doctor/health care	50
399	62	3	882348876	M	doctor/health care	1
338	462	4	879438715	F	farmer	25
64	1	4	879366214	M	college/grad student	1
363	265	3	891495339	M	retired	1
99	762	2	885679411	F	programmer	18
298	274	3	884183640	M	clerical/admin	18
102	94	2	892993545	M	other	18
290	196	4	880474293	F	homemaker	35
354	57	5	891217575	M	academic/educator	25
373	402	4	877105730	M	self-employed	18
15	937	4	879455128	F	lawyer	50
393	355	3	889554171	F	executive/managerial	25
115	187	5	881171203	F	lawyer	56
94	217	4	891722646	M	executive/managerial	1
299	151	4	877878227	F	college/grad student	1
308	509	4	887738717	F	tradesman/craftsman	35
11	194	4	891904920	F	academic/educator	18
59	172	5	888204552	M	executive/managerial	18
278	269	5	891294959	M	farmer	45
60	200	4	883326710	F	scientist	56
378	133	5	889665232	F	self-employed	35
81	318	5	876534817	F	K-12 student	56
26	979	3	891383899	M	doctor/health care	25
398	659	3	875738391	M	artist	35
286	329	4	886475961	M	writer	18
13	659	3	882141335	M	lawyer	56
261	410	5	890456142	F	doctor/health care	25
374	1407	2	880939304	M	unemployed	45
280	1168	5	891702544	F	technician/engineer	1
21	696	2	874951382	M	executive/managerial	18
130	298	5	874953769	M	self-employed	56
85	127	5	879829301	M	academic/educator	18
239	603	5	889178616	F	clerical/admin	35
390	100	5	879694123	F	writer	45
345	132	5	884901371	F	artist	50
326	665	1	879876975	F	sales/marketing	56
297	423	3	875240237	M	self-employed	18
70	482	4	884068704	F	retired	1
343	196	4	876406257	M	college/grad student	50
196	94	3	881252172	F	college/grad student	18
313	56	2	891014313	M	other	25
296	284	4	884196805	F	college/grad student	18
220	682	4	881198014	M	other	35
7	563	2	892131978	M	writer	1
361	1119	3	879440740	M	self-employed	45
385	447	3	879443150	M	other	1
272	483	5	879454875	F	scientist	18
144	65	4	888106182	M	programmer	1
338	194	3	879438597	M	programmer	25
417	551	3	879649224	M	self-employed	50
269	655	4	891448019	F	scientist	1
301	105	3	882075202	F	technician/engineer	18
308	477	4	887739257	F	self-employed	18
312	543	5	891698424	M	tradesman/craftsman	1
401	173	3	891032937	F	customer service	35
183	203	3	891466266	F	executive/managerial	45
385	199	3	879442559	F	K-12 student	35
291	401	4	875086766	F	tradesman/craftsman	25
334	558	4	891546231	M	academic/educator	50
363	561	2	891498884	M	programmer	1
184	58	4	889908984	F	programmer	1
104	288	2	888442140	M	scientist	50
303	1258	2	879544756	F	executive/managerial	25
84	1040	3	883452630	M	artist	18
201	27	3	884140891	F	other	35
327	64	2	887745699	M	other	50
391	15	4	877399805	F	clerical/admin	1
189	31	3	893266027	M	academic/educator	56
163	318	4	891220161	M	executive/managerial	35
406	501	5	879793081	F	executive/managerial	1
374	932	1	883628159	M	artist	45
363	1016	4	891499568	F	homemaker	50
401	527	4	891032919	F	technician/engineer	45
361	684	4	879441215	F	retired	1
373	404	4	877111422	F	doctor/health care	25
409	6	4	881109306	F	college/grad student	50
295	504	4	879517299	F	farmer	25
85	268	4	881705073	F	other	25
276	268	4	877584085	F	other	18
142	55	2	888640489	M	self-employed	35
206	990	1	888179913	F	doctor/health care	50
279	411	3	875296005	F	K-12 student	25
291	1206	3	874871551	M	unemployed	56
193	301	4	889123257	F	lawyer	35
255	218	3	883216544	M	lawyer	50
268	211	4	875309583	M	K-12 student	45
328	205	4	885045768	M	academic/educator	50
3	307	3	889237224	M	writer	50
394	227	4	881132877	M	unemployed	50
228	655	4	889388489	F	homemaker	18
5	89	5	875636033	M	K-12 student	50
102	393	3	892993302	F	self-employed	45
406	640	3	879793328	M	doctor/health care	35
280	468	4	891702028	M	executive/managerial	50
145	304	2	885557505	M	doctor/health care	50
323	172	5	878739988	M	scientist	50
234	198	3	892078837	M	retired	25
279	1219	3	875744358	F	artist	18
70	185	4	884149753	M	farmer	25
122	736	4	879270606	F	tradesman/craftsman	1
276	742	4	874786756	F	tradesman/craftsman	50
336	1059	3	877756890	F	writer	45
244	365	2	880608599	M	scientist	18
413	306	4	879968793	M	sales/marketing	45
13	173	2	882139863	M	lawyer	45
57	225	3	883698039	F	retired	1
336	824	3	877756890	M	technician/engineer	25
256	722	3	882165269	M	sales/marketing	50
385	56	5	879441728	F	executive/managerial	45
163	216	3	891220196	M	farmer	45
160	328	3	878078096	M	writer	56
385	48	5	879441777	F	other	35
276	930	2	874787172	F	academic/educator	45
151	164	5	879542984	F	doctor/health care	45
117	117	5	880126461	M	academic/educator	50
412	28	4	879716962	F	tradesman/craftsman	56
264	42	5	886123358	F	other	25
373	105	3	877107173	M	sales/marketing	50
29	269	4	882820897	M	doctor/health care	50
385	216	2	879446868	F	retired	45
420	331	3	891357271	F	artist	50
110	658	3	886988065	M	sales/marketing	25
178	491	4	882827247	M	writer	35
392	538	2	891037851	F	lawyer	25
226	98	5	883889147	M	executive/managerial	18
145	69	5	882181632	F	executive/managerial	1
254	234	4	886472713	M	technician/engineer	1
130	217	3	875801940	M	artist	45
275	636	3	880314383	F	other	1
383	603	5	891193242	F	scientist	45
92	220	1	875644796	M	scientist	1
8	183	5	879362233	F	farmer	50
320	100	4	884748579	F	scientist	1
298	202	3	884182867	F	farmer	56
10	493	4	877886661	F	academic/educator	56
110	759	3	886988850	F	customer service	56
130	975	5	876251357	M	unemployed	56
300	257	4	875650267	F	customer service	50
193	845	4	889124803	F	retired	25
405	719	1	885547447	F	scientist	1
95	498	3	879197445	M	programmer	35
416	272	5	893214332	M	sales/marketing	25
182	283	2	885613153	F	K-12 student	56
374	1046	5	880938044	M	programmer	50
222	160	1	878182154	M	retired	56
110	212	1	886988100	F	lawyer	45
378	655	4	880045553	F	academic/educator	25
401	26	3	891033395	M	K-12 student	45
71	151	1	877319446	M	self-employed	25
288	230	2	886629664	F	sales/marketing	50
350	176	4	882347653	F	retired	56
312	503	5	891699010	M	programmer	25
339	469	5	891032633	M	doctor/health care	50
235	747	2	889655550	M	doctor/health care	50
323	248	3	878739519	F	unemployed	35
299	919	3	889501551	F	academic/educator	25
381	97	4	892696960	F	lawyer	18
422	109	2	875130204	M	programmer	35
109	849	2	880582384	F	K-12 student	1
405	90	4	885547447	F	sales/marketing	56
289	471	4	876789373	M	K-12 student	25
346	879	5	886273570	F	college/grad student	56
314	377	3	877890982	F	technician/engineer	50
7	548	5	891352692	M	tradesman/craftsman	56
145	79	5	875271838	F	lawyer	56
399	127	2	882346585	F	programmer	56
58	257	5	884304430	F	retired	45
409	516	4	881109347	F	technician/engineer	1
405	1230	1	885547644	F	customer service	18
99	628	4	885678813	F	technician/engineer	56
217	665	4	889070087	M	doctor/health care	45
411	651	4	891035278	F	executive/managerial	56
209	1137	4	883417491	F	K-12 student	50
406	317	4	882480772	F	customer service	50
346	158	2	875264945	F	college/grad student	56
198	82	3	884209451	M	self-employed	56
313	98	4	891014444	M	unemployed	25
119	117	5	874775535	F	K-12 student	35
162	254	3	877636476	F	farmer	56
373	211	4	877099178	M	K-12 student	35
181	150	1	878962465	F	farmer	18
339	661	5	891033830	F	clerical/admin	18
292	535	3	881105031	F	tradesman/craftsman	25
197	233	4	891409935	F	writer	45
303	430	4	879467260	F	writer	45
312	382	4	891699568	M	clerical/admin	45
371	663	5	880435238	F	lawyer	18
380	180	2	885478374	F	homemaker	50
95	432	3	879197886	F	doctor/health care	50
319	267	4	875707690	M	retired	35
363	546	3	891497440	F	clerical/admin	18
302	258	3	879436739	F	farmer	18
283	50	5	879297134	M	farmer	18
201	289	2	884111064	M	artist	56
312	474	5	891698454	F	doctor/health care	1
130	147	4	876250746	F	artist	18
117	214	5	881012193	M	technician/engineer	56
109	158	1	880579916	F	lawyer	18
268	568	3	875542174	M	homemaker	50
268	732	3	876514107	F	farmer	45
141	1059	1	884584886	M	K-12 student	45
276	169	5	874977555	F	doctor/health care	56
387	1008	4	886481183	F	clerical/admin	56
330	88	5	876546948	F	lawyer	18
67	833	4	875379794	F	clerical/admin	35
200	228	5	884128372	M	programmer	25
279	489	2	888430298	M	sales/marketing	35
334	326	1	891544286	M	farmer	25
301	864	4	882075110	F	K-12 student	35
246	1222	3	884923372	F	technician/engineer	18
42	196	5	881107718	M	clerical/admin	50
279	25	5	875295736	M	lawyer	1
234	874	1	891227463	F	unemployed	1
305	655	4	886323937	F	other	25
382	1534	4	875946830	F	technician/engineer	45
378	283	4	880044532	M	executive/managerial	45
230	181	4	880485066	F	K-12 student	18
95	357	4	879198317	M	college/grad student	25
399	22	3	882342834	M	other	18
416	1188	3	886318953	F	clerical/admin	25
248	96	4	884534968	F	customer service	56
97	174	4	884238817	F	doctor/health care	45
393	690	4	887742110	F	self-employed	50
320	33	4	884749385	F	K-12 student	1
6	187	4	883600914	F	customer service	56
1	103	1	878542845	M	homemaker	25
391	97	4	877399301	M	tradesman/craftsman	50
246	151	5	884921727	F	homemaker	56
321	216	4	879441308	M	homemaker	25
393	1139	3	889729561	M	clerical/admin	35
269	614	3	891450471	F	doctor/health care	25
303	449	4	879485685	F	K-12 student	35
264	345	4	886121516	F	writer	45
328	879	3	885044566	F	academic/educator	1
59	866	3	888203865	M	self-employed	18
195	636	2	884504132	F	lawyer	50
280	942	5	891701431	F	unemployed	25
314	780	4	877890675	F	homemaker	1
85	154	4	879828777	M	sales/marketing	56
101	122	1	877136928	M	sales/marketing	1
122	464	5	879270541	M	customer service	1
194	83	3	879521254	F	artist	1
405	206	1	885549589	F	programmer	35
308	505	3	887737647	M	customer service	1
315	340	4	881017170	F	tradesman/craftsman	18
373	474	3	877098919	M	writer	18
126	682	1	887855034	M	academic/educator	56
250	293	4	878089921	F	retired	18
314	772	1	877888212	F	retired	18
13	735	3	882140690	M	college/grad student	50
201	597	2	884310149	M	self-employed	56
90	191	5	891384424	F	retired	56
393	789	1	887746015	F	tradesman/craftsman	1
290	520	3	880473734	F	clerical/admin	25
385	168	3	879442109	M	doctor/health care	50
201	825	1	884112427	F	sales/marketing	35
323	215	5	878739988	F	farmer	50
49	931	2	888068336	M	unemployed	50
293	1046	1	888907061	M	customer service	25
195	823	4	881485704	M	doctor/health care	45
293	421	3	888906576	M	sales/marketing	50
413	124	5	879969734	M	other	25
291	1210	4	875087656	M	self-employed	35
83	722	4	880308959	F	lawyer	50
417	147	4	879646225	F	executive/managerial	1
234	872	2	891033627	F	sales/marketing	1
125	87	5	892836464	F	tradesman/craftsman	25
307	403	3	877122035	F	programmer	25
188	127	4	875072799	M	other	25
405	1531	1	885549094	M	executive/managerial	1
348	834	4	886523913	M	K-12 student	25
344	1172	4	884901311	F	college/grad student	18
373	704	2	877107100	F	retired	18
151	699	4	879525035	F	customer service	35
16	28	5	877727122	F	academic/educator	45
412	202	3	879717016	F	academic/educator	25
248	290	3	884535582	M	lawyer	56
398	15	5	875651828	F	college/grad student	18
410	882	3	888626612	F	academic/educator	25
389	493	5	879991147	F	homemaker	1
290	1091	2	880475735	F	K-12 student	1
312	656	5	891699156	F	programmer	45
320	4	3	884749306	F	retired	45
274	117	4	878945264	M	homemaker	25
188	930	4	875074720	M	executive/managerial	35
83	692	4	880307979	M	lawyer	18
416	210	5	893213918	F	academic/educator	35
327	258	1	887737355	F	clerical/admin	35
75	273	5	884050018	M	college/grad student	18
347	871	4	881653300	F	tradesman/craftsman	1
239	305	4	889178513	M	executive/managerial	56
129	258	2	883245452	M	scientist	18
94	12	4	886008625	F	college/grad student	18
342	220	1	874984455	F	K-12 student	56
214	288	3	891542464	M	retired	18
321	484	5	879440244	M	farmer	50
87	68	3	879876074	F	self-employed	35
200	1411	3	884130289	F	programmer	50
416	43	1	886318186	F	executive/managerial	18
416	1035	3	892441480	M	self-employed	35
337	229	3	875185319	F	programmer	25
5	400	1	878844630	F	lawyer	35
174	40	4	886514985	F	lawyer	35
189	513	4	893265865	F	clerical/admin	35
330	747	3	876546498	M	artist	1
366	218	3	888857866	F	homemaker	1
69	129	3	882072778	M	technician/engineer	25
268	715	1	875310603	F	executive/managerial	25
67	123	4	875379322	F	lawyer	18
178	15	5	882823858	M	lawyer	18
393	419	4	887746523	M	homemaker	50
193	689	2	890834966	F	academic/educator	45
378	432	4	880331938	F	retired	50
405	695	1	885546287	F	writer	50
109	1028	4	880571831	M	clerical/admin	1
381	512	4	892696045	F	programmer	45
388	184	4	886441083	F	customer service	25
308	1421	4	887739212	M	technician/engineer	35
151	451	5	879542707	F	K-12 student	50
409	59	5	881108455	M	scientist	1
372	77	5	876869794	F	customer service	56
276	408	5	874786467	M	technician/engineer	1
417	83	5	879648132	M	self-employed	18
328	79	4	885047194	M	unemployed	45
327	753	4	887745744	F	other	35
189	639	4	893265893	F	homemaker	18
296	24	2	884196605	M	K-12 student	50
117	313	5	886018980	F	unemployed	56
59	71	3	888205574	M	K-12 student	1
285	455	4	890595726	F	unemployed	56
92	124	4	886440530	M	other	25
296	179	4	884197419	M	artist	56
92	223	5	875653723	F	programmer	45
11	573	3	891906327	F	unemployed	56
394	773	4	881060053	M	tradesman/craftsman	56
298	185	3	884182774	F	unemployed	1
72	484	4	880037853	M	artist	1
44	378	3	878348290	F	K-12 student	18
92	518	5	875653579	M	college/grad student	56
94	969	4	891721026	M	lawyer	18
321	614	3	879440393	M	lawyer	50
144	197	4	888106106	F	academic/educator	35
338	134	5	879438536	F	lawyer	35
79	13	3	891271676	F	unemployed	45
345	301	4	884900543	M	academic/educator	45
374	147	3	880392747	M	retired	25
271	64	5	885848863	M	farmer	35
11	277	5	891903226	F	farmer	56
298	503	4	884183237	F	lawyer	1
279	541	3	882146458	F	scientist	56
417	423	4	879647118	F	farmer	35
44	96	4	878347633	M	technician/engineer	56
313	164	3	891014870	F	scientist	50
224	294	4	888081976	M	scientist	1
6	518	3	883603042	M	tradesman/craftsman	18
334	421	4	891547307	F	clerical/admin	50
347	7	4	881652590	F	tradesman/craftsman	18
150	147	4	878746442	F	tradesman/craftsman	25
316	521	5	880854395	M	customer service	1
321	89	3	879440716	F	unemployed	45
168	100	4	884287362	F	college/grad student	50
290	436	2	880475469	F	scientist	35
346	174	5	874948547	M	technician/engineer	56
1	118	3	875071927	M	programmer	25
308	107	4	887741150	F	lawyer	35
92	678	2	875641428	F	farmer	1
279	1110	3	875307379	M	self-employed	50
417	120	2	880949763	F	homemaker	25
412	175	4	879717286	M	sales/marketing	18
264	12	5	886122508	M	unemployed	18
113	246	5	875076872	M	artist	1
91	616	4	891439439	M	other	1
321	647	3	879438699	F	scientist	56
89	257	5	879461219	M	customer service	56
249	222	4	879640306	F	programmer	18
398	357	4	875657926	F	self-employed	56
263	162	5	891299630	F	artist	56
200	210	5	884128933	F	college/grad student	50
417	578	3	879649610	M	self-employed	18
99	328	4	885678696	F	sales/marketing	1
181	1369	1	878962199	F	farmer	35
385	408	5	879443065	F	executive/managerial	35
90	517	3	891384789	F	unemployed	50
197	161	4	891410039	F	self-employed	18
234	549	3	892335850	M	writer	45
318	414	4	884496008	F	K-12 student	50
213	234	4	878955373	F	technician/engineer	56
177	22	4	880130847	M	programmer	18
264	606	5	886122099	M	farmer	25
393	500	4	887746523	F	self-employed	1
49	518	4	888069437	M	executive/managerial	35
102	144	3	888801360	M	doctor/health care	18
83	423	4	880308329	F	doctor/health care	35
363	217	2	891498286	F	sales/marketing	1
255	976	1	883217030	F	technician/engineer	45
89	283	4	879441557	F	unemployed	45
397	334	3	885349348	F	K-12 student	1
416	1098	3	886316271	M	artist	18
222	71	4	878183173	M	artist	25
202	484	4	879727153	M	retired	45
13	483	5	882139774	M	customer service	25
401	210	4	891032976	M	college/grad student	25
288	178	5	886374342	M	artist	25
158	127	5	880132356	F	other	50
85	523	4	879453965	M	clerical/admin	18
385	253	3	879439923	M	programmer	1
151	482	4	879524345	F	customer service	35
60	138	2	883327287	M	homemaker	35
405	92	1	885546287	M	doctor/health care	56
204	245	3	892391980	M	clerical/admin	25
21	245	1	874951006	F	lawyer	50
307	423	5	879283587	F	artist	50
222	15	3	877563437	F	farmer	35
64	662	4	889739319	M	writer	56
327	197	4	887744023	F	tradesman/craftsman	56
213	692	4	878955848	F	scientist	45
91	234	5	891439503	F	customer service	35
187	191	5	879465566	F	sales/marketing	18
257	949	3	880496958	F	doctor/health care	45
405	1176	3	885549942	F	customer service	25
393	576	3	889729938	M	farmer	35
405	639	1	885549635	F	retired	25
417	1044	3	879648939	F	scientist	1
290	625	4	880475782	F	writer	1
270	872	5	876953827	F	sales/marketing	35
49	204	1	888068686	M	programmer	35
308	133	3	887738225	F	academic/educator	35
346	83	4	874949923	M	customer service	35
145	470	5	875272299	M	writer	50
115	969	1	881172183	M	K-12 student	18
214	461	4	892668249	M	tradesman/craftsman	45
184	584	3	889909889	M	homemaker	50
312	588	5	891699490	M	retired	1
393	568	4	889554563	M	executive/managerial	50
328	211	4	885046276	F	farmer	56
382	508	3	875946029	M	executive/managerial	50
223	111	4	891549792	M	clerical/admin	45
343	164	3	876404757	M	writer	50
146	346	4	891457591	F	farmer	1
62	286	3	879372813	F	farmer	56
29	343	3	882821673	M	homemaker	1
223	409	3	891549876	M	writer	35
342	558	5	874984341	F	clerical/admin	18
394	161	4	880888850	F	self-employed	18
181	1040	1	878962997	F	technician/engineer	1
349	823	4	879466156	F	clerical/admin	1
189	596	3	893264407	F	retired	45
145	574	2	888398833	M	self-employed	35
393	365	3	889729460	M	clerical/admin	45
311	125	4	884963179	M	farmer	56
66	288	4	883601607	F	self-employed	56
268	928	1	875745536	M	technician/engineer	18
244	955	4	880606593	M	sales/marketing	18
189	135	4	893265535	F	executive/managerial	35
297	596	3	874955107	M	academic/educator	50
330	427	5	876546920	F	tradesman/craftsman	1
94	241	4	891721716	M	homemaker	25
314	395	2	877889770	M	tradesman/craftsman	35
129	268	1	883245452	M	technician/engineer	18
314	68	4	877891637	M	academic/educator	45
395	632	5	883764845	F	doctor/health care	56
271	95	4	885848916	F	college/grad student	25
314	71	5	877888527	F	sales/marketing	25
251	427	4	886271675	F	scientist	35
405	366	3	885545552	F	customer service	50
7	626	5	892132773	F	lawyer	45
102	866	2	892993545	M	K-12 student	56
145	100	5	875270458	M	tradesman/craftsman	1
374	29	3	880939127	F	other	56
282	305	4	879949347	M	tradesman/craftsman	45
89	277	4	879441271	M	technician/engineer	18
393	363	3	887745086	F	doctor/health care	25
82	70	4	878769888	M	clerical/admin	25
405	470	1	885546247	M	lawyer	18
194	144	4	879547671	M	self-employed	1
257	301	3	879029620	M	homemaker	18
294	751	4	889241309	M	technician/engineer	35
214	132	5	892668153	M	clerical/admin	56
197	79	5	891409839	M	doctor/health care	56
82	1033	1	884714560	M	K-12 student	35
276	94	2	882659602	F	self-employed	1
425	271	5	890346597	F	college/grad student	45
183	227	4	891463592	F	executive/managerial	45
269	1168	2	891448386	M	academic/educator	35
58	69	1	884663351	F	K-12 student	45
56	993	3	892683353	M	writer	45
239	134	5	889179033	M	sales/marketing	56
308	168	4	887737593	M	executive/managerial	25
393	362	3	887741960	F	K-12 student	45
254	140	4	887347350	M	academic/educator	35
294	926	3	877819713	M	homemaker	1
276	74	3	884286759	F	executive/managerial	45
194	227	1	879535548	M	artist	56
276	566	4	874792601	M	executive/managerial	1
419	1451	4	879435722	F	academic/educator	45
377	323	2	891297001	F	homemaker	45
284	324	3	885329468	M	technician/engineer	45
396	678	3	884645838	F	clerical/admin	50
305	83	3	886323464	M	writer	1
200	674	4	884130348	M	doctor/health care	1
125	781	3	892838463	M	K-12 student	18
57	271	3	883696672	F	K-12 student	45
23	222	4	876785704	M	sales/marketing	1
22	238	5	878886423	F	artist	25
279	236	5	875296813	M	writer	25
184	568	2	889909474	F	self-employed	35
44	433	4	878348752	F	college/grad student	56
372	574	4	876869957	M	executive/managerial	1
379	655	5	888044628	M	K-12 student	45
210	523	4	887730472	F	customer service	35
293	632	3	888906464	F	technician/engineer	18
64	69	4	889739091	M	writer	18
409	201	1	881109019	F	clerical/admin	18
49	385	1	888069536	F	academic/educator	18
283	125	5	879297347	F	programmer	45
415	1524	5	879439791	F	unemployed	50
327	81	4	887818904	M	academic/educator	50
65	435	4	879218025	F	scientist	56
90	182	3	891383599	F	tradesman/craftsman	45
397	325	3	882838853	M	programmer	25
222	452	1	878184514	F	unemployed	25
361	466	4	879441285	M	lawyer	1
164	748	5	889401410	F	executive/managerial	18
151	433	3	879542510	M	programmer	1
107	302	4	891264296	M	homemaker	56
325	835	5	891478099	F	sales/marketing	50
13	423	5	882398814	F	K-12 student	35
158	222	3	880132771	F	clerical/admin	45
187	582	1	879465683	M	lawyer	35
42	172	5	881107220	F	retired	50
373	649	4	877098979	F	executive/managerial	25
344	660	3	884901235	F	programmer	35
234	1455	2	892318158	F	doctor/health care	25
116	1257	1	876452651	F	other	56
210	276	5	887731147	F	clerical/admin	18
328	356	3	885047763	M	clerical/admin	25
239	210	4	889179032	M	clerical/admin	18
372	325	4	876869330	M	lawyer	56
393	705	4	887746456	M	executive/managerial	56
183	273	4	892323452	F	self-employed	35
171	268	4	891034684	M	lawyer	45
297	24	4	874954260	F	farmer	35
223	597	4	891549604	M	programmer	35
49	878	2	888065825	M	programmer	56
312	513	5	891698300	F	lawyer	25
184	805	3	889912232	F	scientist	50
83	105	2	891182288	M	academic/educator	56
199	948	1	883782655	F	college/grad student	56
295	174	4	879517062	F	self-employed	56
314	819	4	877886971	M	scientist	50
393	1314	3	889731561	F	technician/engineer	18
387	845	4	886484336	F	academic/educator	1
101	237	5	877137015	F	scientist	18
125	996	3	892838424	F	lawyer	35
422	671	4	879744143	F	homemaker	50
248	168	4	884534945	F	clerical/admin	1
311	523	5	884364694	M	technician/engineer	56
217	118	4	889070087	M	programmer	25
405	1555	1	885549045	F	customer service	45
406	213	2	879793179	F	self-employed	35
425	424	2	878738956	M	programmer	25
137	117	5	881433015	F	customer service	56
334	709	4	891548368	M	self-employed	1
379	211	5	880740437	F	academic/educator	50
336	722	3	877757134	F	tradesman/craftsman	18
311	208	4	884365104	M	self-employed	18
279	534	1	878971577	F	sales/marketing	1
145	298	1	885557579	M	retired	56
364	288	4	875931432	M	homemaker	50
227	475	4	879035252	F	homemaker	56
313	234	4	891013803	M	homemaker	18
185	223	4	883524249	M	executive/managerial	18
372	322	3	876869330	F	other	35
326	265	4	879876489	M	sales/marketing	35
387	984	1	886484460	F	artist	50
387	436	4	886481737	M	college/grad student	50
269	627	1	891451063	F	scientist	18
399	128	3	882343293	F	academic/educator	35
45	1	5	881013176	M	scientist	25
125	864	3	892838591	M	academic/educator	25
178	540	3	886678484	F	K-12 student	1
18	224	5	880130739	M	self-employed	18
334	658	3	891547148	M	executive/managerial	45
181	277	1	878963441	F	academic/educator	56
416	761	4	886318708	F	customer service	50
316	180	4	880853654	M	customer service	50
276	91	5	882659577	F	lawyer	45
168	222	5	884287759	F	executive/managerial	25
